# Section: Part 5: pay and duration
The Treasury Board,Union of Canadian Correctional Officers – Syndicat des agents correctionnels du Canada (CSN)
Carole Bidal Daniel Asselin Danielle Chainé Karine Prévost Shawn Bird Jeremy Embury Annie Geneau Patrick Giroux Shawn Huish Curtis Jackson Marla Kavalak Craig Rebeck Geneviève Thibault,Jeff Wilkins Michel Bouchard Frédérick Lebeau Daniel MacKinnon James Bloomfield Mike Bolduc Chris Bucholtz René Howe John Randle

